coarse;fine;english;indo
HUM;ind;What well-known music personality is the father of an adopted son named Hans Christian Henderson ?;Kepribadian musik apa yang terkenal adalah ayah dari anak adopsi bernama Hans Christian Henderson?
HUM;ind;Who created Dennis the Menace ?;Siapa yang menciptakan Dennis the Menace?
HUM;ind;Who gave Abbie Hoffman his first dose of LSD ?;Siapa yang memberi Abbie Hoffman dosis LSD pertamanya?
HUM;ind;Who commanded the French forces at the Battle of Orleans ?;Siapa yang memimpin pasukan Prancis di Pertempuran Orleans?
HUM;ind;Who is the Prophet of Medina ?;Siapakah Nabi Madinah?
HUM;ind;What suburban housewife and mother of three wrote The Feminine Mystique ?;Apa yang ditulis ibu rumah tangga dan ibu tiga anak pinggiran kota The Feminine Mystique?
HUM;ind;Who made the first surfboard ?;Siapa yang membuat papan selancar pertama?
HUM;ind;Who was the mother of the man who would not be king , the duke of Windsor ?;Siapa ibu dari orang yang tidak akan menjadi raja, adipati Windsor?
HUM;ind;What athlete makes the most money from sports merchandise sales ?;Atlet apa yang menghasilkan uang paling banyak dari penjualan barang olahraga?
HUM;ind;Who are the two sons of Ozzie and Harriet Nelson ?;Siapakah dua putra Ozzie dan Harriet Nelson?
HUM;ind;What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?;Apa nama petugas polisi yang mencoba menjaga ketertiban di lingkungan Top Cat?
HUM;ind;What 1920s cowboy star rode Tony the Wonder Horse ?;Apa bintang koboi tahun 1920-an mengendarai Tony the Wonder Horse?
HUM;ind;Who killed Kurt Cobain ?;Siapa yang membunuh Kurt Cobain?
HUM;ind;Who played for the Chicago Bears , Houston Oilers and Oakland Raiders in a 26-year pro football career ?;Siapa yang bermain untuk Chicago Bears, Houston Oilers, dan Oakland Raiders dalam karier sepakbola pro 26 tahun?
HUM;ind;Who founded the People 's Temple Commune ?;Siapa yang mendirikan Komune Kuil Rakyat?
HUM;ind;Who said :  The victor will never be asked if he told the truth  ?;Siapa bilang: Pemenang tidak akan pernah ditanya apakah dia mengatakan yang sebenarnya?
HUM;ind;What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?;Pendahuluan komposer Rusia apa di C Sharp Minor memberinya ketenaran dan kekayaan?
HUM;ind;Who was the first American poet to win the Nobel Prize for literature , in 1948 ?;Siapa penyair Amerika pertama yang memenangkan Hadiah Nobel untuk sastra, pada tahun 1948?
HUM;ind;What is the name of the woman who was with John Belushi when he died ?;Apa nama wanita yang bersama John Belushi saat dia meninggal?
HUM;ind;What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?;Apa putra seorang gadis Meksiko berusia 15 tahun dan ayah setengah Irlandia yang menjadi orang Yunani paling terkenal di dunia?
HUM;ind;Who 's played the most games for the New York Yankees ?;Siapa yang paling banyak memainkan permainan untuk New York Yankees?
HUM;ind;What was Marilyn Monroe 's real name ?;Siapa nama asli Marilyn Monroe?
HUM;ind;What attorneys work for The Center for the Defense of Free Enterprise ?;Pengacara apa yang bekerja untuk Pusat Pertahanan Perusahaan Bebas?
HUM;ind;Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?;Kereta pemakaman siapa yang bepergian dari Washington DC ke Springfield, Illinois?
HUM;ind;Name Alvin 's brothers;Sebut nama saudara laki-laki Alvin
HUM;ind;What girl 's name is  Teddy  an affectionate form of ?;Apa nama gadis itu Teddy bentuk yang penuh kasih sayang?
HUM;ind;What are the names of Jack 's original roommates on Three 's Company ?;Apa nama teman sekamar asli Jack di Three's Company?
HUM;ind;Who was the lead actress in the movie ` Sleepless in Seattle ' ?;Siapa aktris utama dalam film `Sleepless in Seattle '?
HUM;ind;Who followed Caesar ?;Siapa yang mengikuti Caesar?
HUM;ind;Who is the mayor of Marbella ?;Siapa walikota Marbella?
HUM;ind;Who created the monster in Mary Shelley 's novel Frankenstein ?;Siapa yang menciptakan monster dalam novel Mary Shelley Frankenstein?
HUM;ind;What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?;Apa identitas yang lebih dikenal dari John Merrick, ogre bangsawan Inggris Victoria?
HUM;ind;Who is the Queen of Holland ?;Siapakah Ratu Belanda?
HUM;ind;Who was the first coach of the Cleveland Browns ?;Siapa pelatih pertama dari Cleveland Browns?
HUM;title;When not adventuring on Rann , what does Adam Strange call his profession ?;Ketika tidak berpetualang di Rann, apa yang Adam Strange sebut sebagai profesinya?
HUM;title;What does Robin Williams do ?;Apa yang dilakukan Robin Williams?
HUM;title;What is Nicholas Cage 's occupation ?;Apa pekerjaan Nicholas Cage?
HUM;title;What title did Shevardnadze have during the Soviet era ?;Gelar apa yang dimiliki Shevardnadze selama era Soviet?
HUM;title;What does Larry King do for a living ?;Apa yang dilakukan Larry King untuk hidup?
HUM;title;What did Andy Hardy 's father do for a living ?;Apa yang dilakukan ayah Andy Hardy untuk mencari nafkah?
HUM;title;What is Steve Rogers 's profession when he 's not Captain America ?;Apa profesi Steve Rogers ketika dia bukan Kapten Amerika?
HUM;title;What title did Suzette Charles assume for two months in 1984 ?;Gelar apa yang diasumsikan Suzette Charles selama dua bulan pada tahun 1984?
HUM;title;What task does the Bouvier breed of dog perform ?;Apa tugas yang dilakukan anjing jenis Bouvier?
HUM;title;What is the oldest profession ?;Apa profesi tertua?
HUM;title;What is the occupation of Nicholas Cage ?;Apa pekerjaan Nicholas Cage?
HUM;title;What does Nicholas Cage do for a living ?;Apa yang dilakukan Nicholas Cage untuk hidup?
HUM;title;What title does comedian Henry Youngman claim ?;Apa gelar yang didapatkan oleh komedian Henry Youngman?
HUM;title;What occupation has the highest divorce rate ?;Pekerjaan apa yang memiliki tingkat perceraian tertinggi?
HUM;title;What was Eduard Shevardnadze 's job in the Soviet Union ?;Apa pekerjaan Eduard Shevardnadze di Uni Soviet?
LOC;city;What city has a newspaper called The Plain Dealer ?;Kota apa yang memiliki surat kabar bernama The Plain Dealer?
LOC;city;What North American city would you visit to see Cleopatra 's Needle ?;Kota Amerika Utara apa yang akan Anda kunjungi untuk melihat Jarum Cleopatra?
LOC;city;What Scandinavian capital is built on nine bridge-connected islands ?;Ibu kota Skandinavia apa yang dibangun di sembilan pulau yang terhubung dengan jembatan?
LOC;city;McCarren Airport is located in what city ?;Bandara McCarren terletak di kota apa?
LOC;city;What town was the setting for The Music Man ?;Kota apa yang menjadi latar bagi The Music Man?
LOC;city;What city did the Flintstones live in ?;Di kota mana Flintstones tinggal?
LOC;city;What Russian seaport has a name meaning  Lord of the East  ?;Apa nama pelabuhan Rusia yang berarti Penguasa Timur?
LOC;city;What is the largest city on the Great Lakes ?;Apa kota terbesar di Great Lakes?
LOC;city;What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?;Apa ibu kota dari dua negara besar yang menempati semenanjung Iberia di Eropa?
LOC;city;What city 's the kickoff point for climbs of Mount Everest ?;Kota apa titik awal untuk pendakian Gunung Everest?
LOC;city;What city is Logan Airport in ?;Di kota apa Bandara Logan?
LOC;city;What two Japanese cities are spelled with the letters K , O , O , T and Y ?;Apa dua kota Jepang dieja dengan huruf K, O, O, T dan Y?
LOC;city;What were the first three cities to have a population of more than a million ?;Apa tiga kota pertama yang memiliki populasi lebih dari satu juta?
LOC;city;What city was Martin Luther King Jr. assassinated in ?;Di kota mana Martin Luther King Jr dibunuh?
LOC;city;What city hosted the first Winter Olympics in Asia ?;Kota apa yang menjadi tuan rumah Olimpiade Musim Dingin pertama di Asia?
LOC;city;What is the name of the city that Maurizio Pellegrin lives in ?;Apa nama kota tempat tinggal Maurizio Pellegrin?
LOC;city;What is the snowiest city in the U.S. ?;Apa kota paling bersalju di AS?
LOC;city;What is California 's capital ?;Apa itu ibukota California?
LOC;city;What 's the capital of Monaco ?;Apa ibukota Monako?
LOC;city;What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?;Kota Georgia apa yang menurut Scarlett O 'Hara penuh dengan orang-orang yang memaksa?
LOC;city;What Russian city used to be called St. Petersburg and Petrograd ?;Apa kota Rusia dulu bernama St. Petersburg dan Petrograd?
LOC;city;What city gained renown for its pea-soup fogs ?;Kota apa yang terkenal karena kabut sup kacang polongnya?
LOC;city;What is the most populated city in the world ?;Apa kota terpadat di dunia?
LOC;city;What city was Bobby Kennedy assassinated in ?;Di kota mana Bobby Kennedy dibunuh?
LOC;city;What city is terrorized by Dracula in The Night Stalker ?;Kota apa yang diteror oleh Dracula di The Night Stalker?
LOC;city;What city is the Kentucky Horse Park near ?;Kota apa yang dekat dengan Taman Kuda Kentucky?
LOC;city;What U.S. city is known as The Rubber Capital of the World ?;Apa kota AS yang dikenal sebagai Ibukota Karet Dunia?
LOC;city;Which large U.S. city had the highest murder rate for 1988 ?;Kota besar AS mana yang memiliki tingkat pembunuhan tertinggi untuk tahun 1988?
LOC;city;Which city in China has the largest number of foreign financial companies ?;Kota mana di Cina yang memiliki jumlah perusahaan keuangan asing terbesar?
LOC;city;What city did the Mormons establish as their headquarters in 1847 ?;Kota apa yang ditetapkan orang Mormon sebagai markas mereka pada tahun 1847?
LOC;country;What African country was founded by freed American slaves in 1847 ?;Apa negara Afrika yang didirikan oleh budak-budak Amerika yang dibebaskan pada tahun 1847?
LOC;country;What country is famous for Persian rugs ?;Negara apa yang terkenal dengan permadani Persia?
LOC;country;What country has been called The Queen of the Antilles ?;Negara apa yang disebut Ratu Antilles?
LOC;country;What country did the ancient Romans refer to as Hibernia ?;Negara apa yang disebut orang Romawi kuno sebagai Hibernia?
LOC;country;What 's the fifth-largest country in the world ?;Apa negara terbesar kelima di dunia?
LOC;country;What country was A Terrible Beauty to Leon Uris ?;Negara apa yang Indah bagi Leon Uris?
LOC;country;What two South American countries do n't border Brazil ?;Apa dua negara Amerika Selatan yang tidak berbatasan dengan Brasil?
LOC;country;What country other than Germany invaded Poland in September 1939 ?;Negara apa selain Jerman yang menginvasi Polandia pada bulan September 1939?
LOC;country;What is a country that starts with the letter x ?;Apa negara yang dimulai dengan huruf x?
LOC;country;What country is the worlds leading supplier of cannabis ?;Negara apa yang merupakan pemasok ganja terkemuka dunia?
LOC;country;What country did the Nazis occupy for 1 year?;Negara apa yang diduduki Nazi selama 1 tahun?
LOC;country;What two countries fought the Hundred Years ' War ?;Apa dua negara yang bertempur dalam Perang Seratus Tahun?
LOC;country;What African country is governed from Ouagadougou ?;Negara Afrika apa yang diperintah dari Ouagadougou?
LOC;country;Which Latin American country is the largest ?;Negara Amerika Latin manakah yang terbesar?
LOC;country;What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?;Negara gurun apa yang berbatasan dengan Arab Saudi, Irak dan Teluk Persia?
LOC;country;What is the country of origin for the name Thomas ?;Apa negara asal untuk nama Thomas?
LOC;country;Which country is known as  Big Bear  ?;Negara mana yang dikenal sebagai Big Bear?
LOC;country;What countries have the best math students ?;Negara mana yang memiliki siswa matematika terbaik?
LOC;country;What country was first to use the airplane as a weapon of war , against the Turks in Libya ?;Negara mana yang pertama kali menggunakan pesawat terbang sebagai senjata perang, melawan Turki di Libya?
LOC;country;What country is Mount Everest in ?;Di negara mana Gunung Everest berada?
LOC;country;What country do the Galapagos Islands belong to ?;Apa negara kepulauan Galapagos?
LOC;country;What country offered Albert Einstein its presidency in 1952 ?;Negara apa yang menawarkan Albert Einstein sebagai presiden pada tahun 1952?
LOC;country;What is Stefan Edberg 's native country ?;Apa negara asal Stefan Edberg?
LOC;country;What country was Sir Edmund Hillary born in ?;Di negara mana Sir Edmund Hillary dilahirkan?
LOC;country;Which country did Hitler rule ?;Negara mana yang dikuasai Hitler?
LOC;country;What country has the largest sheep population ?;Negara apa yang memiliki populasi domba terbesar?
LOC;country;What country has the most coastline ?;Negara mana yang memiliki garis pantai paling banyak?
LOC;country;What countries have the largest armed forces in the world ?;Negara apa yang memiliki angkatan bersenjata terbesar di dunia?
LOC;country;What two countries ' coastlines border the Bay of Biscay ?;Apa garis pantai kedua negara yang membatasi Teluk Biscay?
LOC;country;What country did King Gustav V reign over from 197 to 195 ?;Negara apa yang diperintah Raja Gustav V dari 197 hingga 195?
LOC;country;What countries does the Mont Blanc Tunnel join ?;Negara apa saja yang bergabung dengan Mont Blanc Tunnel?
LOC;country;What 's the most powerful country in the world ?;Apa negara paling kuat di dunia?
LOC;country;Which country is Australia 's largest export market ?;Negara mana yang merupakan pasar ekspor terbesar Australia?
LOC;country;What country received all the Nobel Prizes awarded in 1976 ?;Negara apa yang menerima semua Hadiah Nobel yang diberikan pada tahun 1976?
LOC;country;What two European countries entered the War of American Independence against the British ?;Apa dua negara Eropa yang mengikuti Perang Kemerdekaan Amerika melawan Inggris?
LOC;mount;What is the second highest mountain peak in the world ?;Apa puncak gunung tertinggi kedua di dunia?
LOC;mount;What mountain range extends from the Gulf of St. Lawrence to Alabama ?;Pegunungan apa yang membentang dari Teluk St. Lawrence ke Alabama?
LOC;mount;Where is the highest point in Japan ?;Di mana titik tertinggi di Jepang?
LOC;mount;Where do people mountain climb in Nepal ?;Di mana orang-orang mendaki gunung di Nepal?
LOC;mount;What is the name of the tallest mountain in the world ?;Apa nama gunung tertinggi di dunia?
LOC;mount;What is the world 's highest peak ?;Apa puncak tertinggi dunia?
LOC;mount;What mountains lie between the Arkansas and Missouri rivers ?;Gunung apa yang terletak di antara sungai Arkansas dan Missouri?
LOC;mount;What are the four largest mountain ranges on the Asian continent ?;Apa empat jajaran gunung terbesar di benua Asia?
LOC;mount;What mountain range is traversed by the highest railroad in the world ?;Pegunungan apa yang dilalui oleh jalur kereta api tertinggi di dunia?
LOC;mount;What was the highest mountain on earth before Mount Everest was discovered ?;Apa gunung tertinggi di dunia sebelum Gunung Everest ditemukan?
LOC;mount;What is the name of the highest mountain in Africa ?;Apa nama gunung tertinggi di Afrika?
LOC;mount;What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?;Apa punggungan Rocky Mountain memisahkan sungai-sungai Amerika Utara yang mengalir ke timur dan ke barat?
LOC;mount;What 's the second-highest mountain in the world ?;Apa gunung tertinggi kedua di dunia?
LOC;mount;What mountain range marks the border of France and Spain ?;Pegunungan apa yang menandai perbatasan Prancis dan Spanyol?
LOC;mount;What is New England 's highest mountain ?;Apa gunung tertinggi New England?
LOC;other;Where can I find the names of all the 15 Pokemon ?;Di mana saya dapat menemukan nama semua 15 Pokemon?
LOC;other;Where was the Ligurian Republic , 1797-185 , ?;Di mana Republik Liguria, 1797-185,?
LOC;other;Where is Windsor Castle ?;Di mana Windsor Castle?
LOC;other;What island group is Guadalcanal a part of ?;Kelompok pulau apa yang merupakan bagian dari Guadalkanal?
LOC;other;What is the oldest website on the Internet ?;Apa situs web tertua di Internet?
LOC;other;What 's the sacred river of India ?;Apa sungai suci India?
LOC;other;Where can I find a person 's address from a telephone number ?;Di mana saya dapat menemukan alamat seseorang dari nomor telepon?
LOC;other;Where must a soccer goalie stand to be permitted to handle the ball ?;Di mana harus berdiri kiper sepak bola diizinkan untuk menangani bola?
LOC;other;What are some good fractal web sites ?;Apa sajakah situs web fraktal yang bagus?
LOC;other;What is the largest natural lake in Pennsylvania ?;Apa danau alami terbesar di Pennsylvania?
LOC;other;Where is Logan Airport ?;Di mana bandara Logan?
LOC;other;Where is Procter & Gamble based in the U.S. ?;Di mana Procter & Gamble berbasis di AS?
LOC;other;Where is Mozambique located ?;Di mana Mozambik berada?
LOC;other;Where do hyenas live ?;Di mana hyena tinggal?
LOC;other;What 's the longest river in the world ?;Apa sungai terpanjang di dunia?
LOC;other;What 's the tallest building in New York City ?;Apa gedung tertinggi di New York City?
LOC;other;Where is the Abominable Snowman said to wander ?;Di mana Snowman yang keji itu dikatakan berkeliaran?
LOC;other;Where can I find information on George Bush ?;Di mana saya dapat menemukan informasi tentang George Bush?
LOC;other;Where is the Kalahari desert ?;Di mana gurun Kalahari?
LOC;other;What body of water does the Danube River flow into ?;Perairan apa yang mengalir ke Sungai Danube?
LOC;other;Where can I find out the top 1 singles ?;Di mana saya dapat menemukan 1 single teratas?
LOC;other;Where did Woodstock take place ?;Di mana Woodstock berlangsung?
LOC;other;What is the website for the USA journal ?;Apa situs web untuk jurnal USA?
LOC;other;What is the largest lake in North America ?;Apa danau terbesar di Amerika Utara?
LOC;other;What is the web address of the list of e-mail addresses of members of the House of Representatives ?;Apa alamat web dari daftar alamat email anggota DPR?
LOC;other;What do we call the imaginary line along the top of the Rocky Mountains ?;Apa yang kita sebut garis imajiner di sepanjang puncak Pegunungan Rocky?
LOC;other;Where does the Santa Fe Trail begin and end ?;Di mana jejak Santa Fe dimulai dan berakhir?
LOC;other;What desert has been called The Garden of Allah ?;Gurun apa yang disebut Taman Allah?
LOC;other;What are the names of the tourist attractions in Reims ?;Apa nama tempat wisata di Reims?
LOC;other;Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?;Di mana saya dapat menemukan semua informasi yang perlu saya ketahui tentang Perang Saudara Inggris, 1642-1649,?
LOC;other;Where can I find pictorial directions on how to build a very simple treehouse ?;Di mana saya dapat menemukan arahan bergambar tentang cara membangun rumah pohon yang sangat sederhana?
LOC;other;What stadium do the Miami Dolphins play their home games in ?;Di stadium apa Miami Dolphins memainkan pertandingan kandang mereka?
LOC;other;What is the brightest star visible from Earth ?;Apa bintang paling terang yang terlihat dari Bumi?
LOC;other;Where 's the Petrified Forest ?;Di mana Hutan yang Membatu?
LOC;other;Where was Christopher Columbus born ?;Di mana Christopher Columbus lahir?
LOC;other;What was known as the Spice Island ?;Apa yang dikenal sebagai Pulau Rempah?
LOC;other;What is the deepest area of the Arctic Ocean ?;Apa area terdalam Samudra Arktik?
LOC;other;Where did surfing originate ?;Dari mana asalnya berselancar?
LOC;other;Where could I go to take a ride on a steam locomotive ?;Di mana saya bisa pergi naik lokomotif uap?
LOC;other;Where can I buy movies on videotape online ?;Di mana saya dapat membeli film dalam rekaman video online?
LOC;other;Where is the Orinoco ?;Di mana Orinoco?
LOC;other;What is the best hospital for orthopedics in the country ?;Apa rumah sakit terbaik untuk ortopedi di negara ini?
LOC;other;Where can stocks be traded on-line ?;Di mana saham dapat diperdagangkan secara online?
LOC;other;Where is the Rose Bowl played ?;Di mana Rose Bowl dimainkan?
LOC;other;Where did the Maya people live ?;Di mana orang-orang Maya tinggal?
LOC;other;Where can one find Rider College ?;Di mana orang dapat menemukan Rider College?
LOC;other;Where can I find a review of Nightmare on Elm Street in a film journal ?;Di mana saya dapat menemukan ulasan Nightmare on Elm Street dalam jurnal film?
LOC;other;Where can I find the status of my tax return ?;Di mana saya dapat menemukan status pengembalian pajak saya?
LOC;other;Where are the Haversian canals ?;Di mana kanal Haversian?
LOC;other;Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?;Di mana di Internet saya dapat memperoleh informasi tentang Amandemen Kelima tentang Undang-Undang Hak Asasi Manusia Amerika?
LOC;other;What Tokyo street glitters with famed department stores and nightclubs ?;Apa Tokyo street yang berkilau dengan department store dan klub malam terkenal?
LOC;other;What 's the name of the temple that is located near the capital city of Laos ?;Apa nama candi yang terletak di dekat ibu kota Laos?
LOC;other;Where is Trinidad ?;Dimanakah Trinidad?
LOC;other;What are the largest libraries in the US ?;Apa perpustakaan terbesar di AS?
LOC;other;Where is the Kentucky Horse Park ?;Di mana Kentucky Horse Park?
LOC;other;What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?;Apa hotel Las Vegas terbakar pada November 1980, dengan hilangnya 84 nyawa?
LOC;other;What attracts tourists to Reims ?;Apa yang menarik wisatawan ke Reims?
LOC;other;Where does Ray Bradbury 's Chronicles take place ?;Di mana Ray Bradbury's Chronicles berlangsung?
LOC;other;Where is the bridge over the river Kwai ?;Di mana jembatan di atas sungai Kwai?
LOC;other;What is Bill Gates of Microsoft E-mail address ?;Apa itu Bill Gates dari alamat email Microsoft?
LOC;other;What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?;Apa landmark Metropolis pertama kali diperkenalkan dalam kartun Superman tahun 1940-an?
LOC;other;Where 's the 19th hole on a golf course ?;Di mana lubang ke 19 di lapangan golf?
LOC;other;Where can I find a  Fifth Element  screensaver ?;Di mana saya dapat menemukan screensaver Fifth Element?
LOC;other;Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?;Di mana saya dapat menemukan informasi tentang orang-orang Indian Narragansett dan suku-suku lain di Rhode Island?
LOC;other;What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?;Lembah apa yang terbakar matahari, selebar 14 mil di utara gurun Mojave?
LOC;other;Where are all European and American eels born ?;Di mana semua belut Eropa dan Amerika lahir?
LOC;other;Where are the 49 steps ?;Di mana 49 langkah itu?
LOC;other;Where was Lincoln assassinated ?;Di mana Lincoln dibunuh?
LOC;other;Where is the Isle of Man ?;Di mana Isle of Man?
LOC;other;Where is the Danube ?;Di mana Danube itu?
LOC;other;Where can I find a case on Individuals with Disabilities Education Act of 1991 ?;Di mana saya dapat menemukan kasus Undang-Undang Pendidikan Penyandang Cacat tahun 1991?
LOC;other;What are the world 's four oceans ?;Apa empat samudera di dunia?
LOC;other;Where did Honecker rule ?;Di mana Honecker memerintah?
LOC;other;What are some mythology websites ?;Apa sajakah situs web mitologi?
LOC;other;Where can I get information about cystic fibrosis ?;Di mana saya bisa mendapatkan informasi tentang fibrosis kistik?
LOC;other;What county is Chicago in ?;Di daerah apa Chicago?
LOC;other;Where is Tornado Alley ?;Di mana Tornado Alley?
LOC;other;What lake is Sheboygan on ?;Danau apa itu tempat Sheboygan?
LOC;other;Where was George Washington born ?;Di mana George Washington lahir?
LOC;other;Where does Buzz Aldrin want to build a permanent , manned space station ?;Di mana Buzz Aldrin ingin membangun stasiun ruang angkasa permanen dan berawak?
LOC;other;In What city or state do the most gay men live in ?;Di kota atau negara bagian manakah pria gay paling tinggal?
LOC;other;Where is Basque country located ?;Di mana negara Basque berada?
LOC;other;Where can I find a list of  classic  books 5th and 6th graders should read ?;Di mana saya dapat menemukan daftar buku klasik yang harus dibaca oleh siswa kelas 5 dan 6?
LOC;other;In what area of the world was the Six Day War fought ?;Di wilayah dunia manakah Perang Enam Hari itu berlangsung?
LOC;other;What 's the closest G2 Spectrum Yellow Dwarf to Earth ?;Apa Spektrum G2 Kuning Kurcaci terdekat dengan Bumi?
LOC;other;Where can one find Mozambique ?;Di mana orang dapat menemukan Mozambik?
LOC;other;Where does chocolate come from ?;Dari mana datangnya cokelat?
LOC;other;Where can I find correct tabs for Third Eye Blind songs ?;Di mana saya dapat menemukan tab yang benar untuk lagu Third Eye Blind?
LOC;other;Where are the tropical rain forest distributions ?;Di mana distribusi hutan hujan tropis?
LOC;other;What is Answers.com 's address ?;Apa alamat Answers.com?
LOC;other;What 's the second-largest island in the world ?;Apa pulau terbesar kedua di dunia?
LOC;other;Where can I get mailing lists ?;Di mana saya bisa mendapatkan milis?
LOC;other;What is worth seeing in Reims ?;Apa yang pantas dilihat di Reims?
LOC;other;Where is Santa Lucia ?;Di mana Santa Lucia?
LOC;other;Where are the leading medical groups specializing in lung diseases ?;Di mana kelompok medis terkemuka yang berspesialisasi dalam penyakit paru-paru?
LOC;other;Where do the adventures of  The Swiss Family Robinson  take place ?;Di mana petualangan The Swiss Family Robinson berlangsung?
LOC;other;Where can I find the best free evidence for debate about Russia ?;Di mana saya dapat menemukan bukti gratis terbaik untuk debat tentang Rusia?
LOC;other;Where did the world come from ?;Dari mana dunia berasal?
LOC;other;What sea did the Romans call mare nostrum ?;Laut apa yang disebut orang Romawi mare nostrum?
LOC;other;What ocean is the largest in the world ?;Samudra apa yang terbesar di dunia?
LOC;other;Where is Procter & Gamble headquartered in the U.S. ?;Di mana Procter & Gamble berkantor pusat di AS?
LOC;other;What is the longest place name in the U.S. ?;Apa nama tempat terpanjang di AS?
LOC;other;Where is the Virtual Desk Reference ?;Di mana Referensi Meja Virtual?
LOC;other;Where did the myth of Santa Claus originate ?;Dari mana mitos Santa Claus itu berasal?
LOC;other;Where did Sarge Steel get his metal hand ?;Di mana Sarge Steel mendapatkan tangan besinya?
LOC;state;What U.S. state has the second-longest coastline ?;Negara bagian AS manakah yang memiliki garis pantai terpanjang kedua?
LOC;state;What state 's home to the Buffalo Bill Historical Center ?;Negara bagian mana yang menjadi pusat Pusat Sejarah Buffalo Bill?
LOC;state;What is the fastest growing state in the U.S.A. in 1998 ?;Apa negara dengan pertumbuhan tercepat di AS pada tahun 1998?
LOC;state;What state has the longest Great Lakes shoreline ?;Negara bagian mana yang memiliki garis pantai Great Lakes terpanjang?
LOC;state;In which state are the Mark Twain National Forests ?;Di negara bagian manakah Hutan Nasional Mark Twain?
LOC;state;What are all the southern states of the United States ?;Apa semua negara bagian selatan Amerika Serikat?
LOC;state;What states do not have state income tax ?;Negara mana yang tidak memiliki pajak penghasilan negara?
LOC;state;What U.S. state 's biggest lake is Lake Sam Rayburn ?;Apa danau terbesar negara bagian AS adalah Danau Sam Rayburn?
LOC;state;What state is John F. Kennedy buried in ?;Di negara bagian mana John F. Kennedy dimakamkan?
LOC;state;What state is Niagara Falls located in ?;Di negara bagian apa Air Terjun Niagara berada?
LOC;state;What sprawling U.S. state boasts the most airports ?;Negara bagian AS mana yang memiliki bandara terbanyak?
LOC;state;What U.S. state ends with a G ?;Apa negara bagian AS berakhir dengan G?
LOC;state;What state was named the Green Mountain state ?;Negara apa yang disebut negara Green Mountain?
LOC;state;What U.S. state is Fort Knox in ?;Di negara bagian mana Fort Knox berada?
LOC;state;What state has the most Indians ?;Negara bagian mana yang memiliki jumlah penduduk India terbanyak?
NUM;code;What is Columbia Tristar 's phone number ?;Berapa nomor telepon Columbia Tristar?
NUM;code;What seven digits follow the area code in the number for long distance information ?;Tujuh digit apa yang mengikuti kode area dalam angka untuk informasi jarak jauh?
NUM;code;What is Columbia Tristar 's phone number ?;Berapa nomor telepon Columbia Tristar?
NUM;code;What phone number can I call to have a tree planted ?;Nomor telepon apa yang dapat saya hubungi untuk menanam pohon?
NUM;code;What seven digits follow the area code in the number for long distance information ?;Tujuh digit apa yang mengikuti kode area dalam angka untuk informasi jarak jauh?
NUM;code;What seven digits follow the area code in the number for long distance information ?;Tujuh digit apa yang mengikuti kode area dalam angka untuk informasi jarak jauh?
NUM;code;What is the airport code for Los Angeles International ?;Apa kode bandara untuk Los Angeles International?
NUM;code;What is the telephone number for the University of Kentucky ?;Berapa nomor telepon untuk University of Kentucky?
NUM;code;What is Columbia Tristar 's phone number ?;Berapa nomor telepon Columbia Tristar?
NUM;count;How many acres in a mile ?;Berapa hektar dalam satu mil?
NUM;count;How many years is Johnnie Walker Black Label aged ?;Berapa tahun usia Label Hitam Johnnie Walker?
NUM;count;What 's the American dollar equivalent for 8 pounds in the U.K. ?;Berapa setara dengan dolar Amerika untuk 8 pound di Inggris?
NUM;count;How many miles is it to Ohio from North Carolina ?;Berapa mil ke Ohio dari North Carolina?
NUM;count;How many Canadians emmigrate each year ?;Berapa banyak orang Kanada yang beremigrasi setiap tahun?
NUM;count;How many years did Shea & Gould practice law in Los Angeles ?;Berapa tahun Shea & Gould berlatih hukum di Los Angeles?
NUM;count;How many equal angles are there in an isosceles triangle ?;Berapa banyak sudut sama yang ada dalam segitiga sama kaki?
NUM;count;How many people have been Captain America ?;Berapa banyak orang yang pernah menjadi Kapten Amerika?
NUM;count;How many hands does Bjorn Borg use when hitting his forehand ?;Berapa banyak tangan yang digunakan Bjorn Borg ketika mengenai pukulan forehandnya?
NUM;count;How many people are there in the world ?;Berapa banyak orang di dunia ini?
NUM;count;How many dots make up the symbol for  because  ?;Berapa banyak titik yang menjadi simbol karena?
NUM;count;How many species of sharks are there ?;Ada berapa spesies hiu?
NUM;count;How many engines does a Boeing 737 have ?;Berapa banyak mesin yang dimiliki Boeing 737?
NUM;count;How many consecutive baseball games did Lou Gehrig play ?;Berapa banyak pertandingan baseball berturut-turut yang dimainkan Lou Gehrig?
